EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-4041878,Rain,Moderate,8/22/22 14:33,8/22/22 14:53,0.14,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041879,Rain,Heavy,8/22/22 14:53,8/22/22 15:00,0.35,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041880,Rain,Light,8/22/22 15:00,8/22/22 15:17,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041881,Rain,Moderate,8/22/22 15:17,8/22/22 15:57,0.59,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041882,Rain,Light,8/22/22 15:57,8/22/22 16:09,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041883,Precipitation,UNK,8/22/22 16:09,8/22/22 16:37,0.91,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041884,Rain,Heavy,8/22/22 16:37,8/22/22 16:46,0.8,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041885,Precipitation,UNK,8/22/22 16:46,8/22/22 17:02,1.8,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041886,Rain,Moderate,8/22/22 17:09,8/22/22 17:14,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041887,Rain,Moderate,8/22/22 17:33,8/22/22 17:53,0.47,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041888,Rain,Heavy,8/22/22 17:53,8/22/22 18:53,0.3,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041889,Rain,Moderate,8/22/22 18:53,8/22/22 19:22,0.12,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041890,Rain,Light,8/22/22 19:22,8/22/22 20:53,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041891,Rain,Light,8/22/22 21:53,8/22/22 22:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041892,Rain,Light,8/23/22 10:53,8/23/22 12:53,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041893,Rain,Light,8/23/22 13:53,8/23/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041894,Rain,Light,8/23/22 15:01,8/23/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041895,Rain,Light,8/23/22 16:27,8/23/22 16:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041896,Rain,Light,8/23/22 17:44,8/23/22 19:48,0.29,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041897,Rain,Moderate,8/23/22 19:48,8/23/22 20:31,0.3,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041898,Rain,Light,8/30/22 4:25,8/30/22 4:36,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041899,Rain,Light,8/30/22 5:06,8/30/22 5:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041900,Rain,Light,8/30/22 22:35,8/30/22 22:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041901,Rain,Moderate,8/31/22 22:20,8/31/22 22:53,0.15,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041902,Rain,Light,9/1/22 18:44,9/1/22 18:51,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041903,Rain,Moderate,9/1/22 18:51,9/1/22 19:53,0.38,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041904,Rain,Light,9/1/22 21:53,9/1/22 23:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041905,Rain,Light,9/2/22 15:28,9/2/22 18:42,0.13,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041906,Rain,Light,9/4/22 21:53,9/4/22 22:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041907,Rain,Light,10/11/22 15:53,10/11/22 16:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041908,Rain,Light,10/16/22 13:53,10/16/22 15:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041909,Rain,Light,10/24/22 10:53,10/24/22 11:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041910,Rain,Light,10/24/22 13:53,10/24/22 14:34,0.07,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041911,Rain,Moderate,10/24/22 14:34,10/24/22 15:53,0.34,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041912,Rain,Light,10/24/22 15:53,10/24/22 17:36,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041913,Rain,Heavy,10/24/22 17:36,10/24/22 17:58,0.73,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041914,Rain,Light,10/24/22 17:58,10/24/22 18:35,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041915,Rain,Moderate,10/24/22 18:35,10/24/22 19:03,0.39,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041916,Rain,Light,10/24/22 19:03,10/24/22 19:53,0.25,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041917,Rain,Moderate,10/24/22 19:53,10/24/22 20:03,0.16,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041918,Rain,Light,10/24/22 20:03,10/24/22 20:21,0.06,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041919,Rain,Moderate,10/24/22 20:21,10/24/22 21:53,0.27,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041920,Rain,Light,10/25/22 0:53,10/25/22 1:09,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041921,Rain,Light,10/25/22 1:37,10/25/22 1:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041922,Precipitation,UNK,10/25/22 2:43,10/25/22 2:57,0.94,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041923,Precipitation,UNK,10/25/22 3:04,10/25/22 3:12,0.25,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041924,Rain,Heavy,10/25/22 3:12,10/25/22 3:53,0.61,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041925,Precipitation,UNK,10/25/22 3:53,10/25/22 4:53,0.31,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041926,Rain,Light,10/25/22 5:53,10/25/22 6:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041927,Rain,Light,10/28/22 12:53,10/28/22 13:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041928,Rain,Light,10/28/22 14:10,10/28/22 14:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041929,Rain,Moderate,10/28/22 14:53,10/28/22 15:53,0.34,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041930,Rain,Heavy,10/28/22 15:53,10/28/22 16:00,0.29,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041931,Rain,Light,10/28/22 16:00,10/28/22 16:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041932,Rain,Moderate,10/28/22 16:53,10/28/22 16:57,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041933,Rain,Light,10/28/22 16:57,10/28/22 17:26,0.08,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041934,Rain,Moderate,10/28/22 17:26,10/28/22 17:53,0.36,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041935,Rain,Heavy,10/28/22 17:53,10/28/22 18:16,0.32,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041936,Rain,Moderate,10/28/22 18:16,10/28/22 18:53,0.12,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041937,Rain,Heavy,10/28/22 18:53,10/28/22 19:25,0.3,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041938,Storm,Severe,10/28/22 19:25,10/28/22 19:37,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041939,Rain,Moderate,10/28/22 19:37,10/28/22 19:53,0.17,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041940,Rain,Light,10/28/22 22:53,10/28/22 23:38,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041941,Rain,Light,10/28/22 23:49,10/28/22 23:53,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041942,Precipitation,UNK,10/29/22 0:53,10/29/22 1:19,0.21,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041943,Rain,Moderate,10/29/22 1:19,10/29/22 2:05,0.23,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041944,Rain,Light,10/29/22 2:20,10/29/22 2:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041945,Rain,Light,10/29/22 3:53,10/29/22 5:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041946,Rain,Light,10/29/22 10:53,10/29/22 14:10,0.12,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041947,Rain,Light,10/29/22 18:53,10/29/22 20:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041948,Fog,Severe,11/3/22 15:11,11/3/22 15:24,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041949,Rain,Light,11/3/22 15:24,11/3/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041950,Fog,Severe,11/3/22 15:53,11/3/22 16:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041951,Rain,Light,11/4/22 16:53,11/4/22 18:10,0.06,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041952,Rain,Light,11/4/22 18:27,11/4/22 18:37,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041953,Rain,Moderate,11/4/22 18:40,11/4/22 18:44,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041954,Rain,Light,11/4/22 19:16,11/4/22 19:34,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041955,Rain,Light,11/4/22 19:44,11/4/22 19:53,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041956,Precipitation,UNK,11/4/22 20:01,11/4/22 20:36,5.47,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041957,Rain,Heavy,11/4/22 20:36,11/4/22 20:53,3.72,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041958,Precipitation,UNK,11/4/22 20:53,11/4/22 21:22,1.86,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041959,Storm,Severe,11/4/22 22:03,11/4/22 22:18,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041960,Precipitation,UNK,11/4/22 22:18,11/4/22 23:06,2.71,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041961,Rain,Light,11/4/22 23:06,11/4/22 23:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041962,Fog,Severe,11/7/22 6:38,11/7/22 10:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041963,Rain,Light,11/7/22 10:53,11/7/22 12:03,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041964,Fog,Severe,11/7/22 12:03,11/7/22 14:02,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041965,Rain,Light,11/7/22 14:02,11/7/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041966,Fog,Severe,11/7/22 14:53,11/7/22 15:09,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041967,Rain,Light,11/7/22 15:09,11/7/22 15:45,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041968,Fog,Severe,11/7/22 15:45,11/7/22 16:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041969,Rain,Light,11/7/22 20:40,11/7/22 21:08,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041970,Rain,Light,11/7/22 22:53,11/7/22 23:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041971,Fog,Moderate,11/8/22 17:53,11/8/22 18:03,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041972,Rain,Light,11/10/22 21:53,11/10/22 22:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041973,Rain,Light,11/11/22 9:22,11/11/22 9:36,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041974,Rain,Light,11/11/22 9:53,11/11/22 10:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041975,Rain,Light,11/11/22 11:53,11/11/22 12:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041976,Rain,Light,11/11/22 13:16,11/11/22 14:14,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041977,Rain,Light,11/11/22 14:51,11/11/22 15:05,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041978,Rain,Moderate,11/11/22 15:41,11/11/22 16:10,0.3,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041979,Rain,Light,11/11/22 16:10,11/11/22 16:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041980,Rain,Light,11/11/22 17:07,11/11/22 18:01,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041981,Rain,Light,11/11/22 18:10,11/11/22 18:22,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041982,Rain,Moderate,11/11/22 18:22,11/11/22 18:24,0.18,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041983,Precipitation,UNK,11/11/22 18:24,11/11/22 18:38,0.49,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041984,Rain,Heavy,11/11/22 18:38,11/11/22 19:25,0.87,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041985,Rain,Light,11/11/22 19:25,11/11/22 19:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041986,Rain,Light,11/14/22 14:53,11/14/22 16:23,0.19,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041987,Rain,Light,11/14/22 16:53,11/14/22 17:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041988,Rain,Light,11/14/22 18:13,11/14/22 18:51,0.16,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041989,Rain,Moderate,11/14/22 18:51,11/14/22 19:07,0.2,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041990,Rain,Light,11/14/22 19:07,11/14/22 19:34,0.06,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041991,Rain,Moderate,11/14/22 19:34,11/14/22 20:22,0.71,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041992,Rain,Light,11/14/22 20:22,11/14/22 20:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041993,Rain,Light,11/21/22 1:53,11/21/22 2:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041994,Rain,Light,11/21/22 5:53,11/21/22 6:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041995,Rain,Light,11/21/22 8:53,11/21/22 9:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041996,Rain,Light,11/23/22 10:24,11/23/22 10:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041997,Rain,Light,11/23/22 11:44,11/23/22 11:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041998,Precipitation,UNK,11/24/22 1:33,11/24/22 1:40,0.19,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4041999,Rain,Moderate,11/24/22 1:40,11/24/22 2:53,0.39,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042000,Rain,Moderate,11/24/22 3:39,11/24/22 4:09,0.37,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042001,Rain,Light,11/24/22 4:09,11/24/22 9:53,0.33,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042002,Rain,Light,11/24/22 10:13,11/24/22 10:41,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042003,Fog,Severe,11/24/22 10:41,11/24/22 10:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042004,Rain,Light,11/24/22 10:53,11/24/22 11:41,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042005,Rain,Light,11/24/22 12:27,11/24/22 12:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042006,Fog,Severe,11/24/22 12:53,11/24/22 13:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042007,Rain,Light,11/24/22 13:53,11/24/22 14:53,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042008,Fog,Severe,11/24/22 14:53,11/24/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042009,Rain,Light,11/24/22 15:53,11/24/22 18:25,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042010,Fog,Severe,11/24/22 18:25,11/24/22 18:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042011,Rain,Light,11/24/22 18:53,11/24/22 22:40,0.16,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042012,Rain,Moderate,11/24/22 22:40,11/24/22 23:38,0.23,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042013,Rain,Light,11/24/22 23:38,11/24/22 23:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042014,Rain,Light,11/25/22 3:53,11/25/22 5:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042015,Rain,Light,11/25/22 9:53,11/25/22 10:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042016,Rain,Light,11/25/22 18:53,11/25/22 20:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042017,Rain,Light,11/26/22 7:18,11/26/22 9:53,0.09,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042018,Rain,Moderate,11/26/22 9:53,11/26/22 10:40,0.11,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042019,Rain,Light,11/26/22 10:40,11/26/22 10:47,0.07,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042020,Rain,Moderate,11/26/22 10:47,11/26/22 11:01,0.22,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042021,Rain,Light,11/26/22 11:01,11/26/22 11:34,0.08,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042022,Rain,Moderate,11/26/22 11:34,11/26/22 12:59,0.65,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042023,Rain,Light,11/26/22 12:59,11/26/22 13:08,0.05,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042024,Rain,Moderate,11/26/22 13:08,11/26/22 13:53,0.59,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042025,Rain,Heavy,11/26/22 13:53,11/26/22 14:53,0.33,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042026,Rain,Light,11/26/22 14:53,11/26/22 17:13,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042027,Rain,Light,11/26/22 19:19,11/26/22 20:39,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042028,Rain,Light,11/26/22 20:53,11/26/22 22:22,0.03,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042029,Rain,Light,11/26/22 22:53,11/26/22 23:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042030,Rain,Light,11/27/22 1:53,11/27/22 2:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042031,Rain,Light,12/2/22 2:53,12/2/22 3:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042032,Fog,Severe,12/3/22 6:04,12/3/22 6:05,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042033,Fog,Severe,12/3/22 6:43,12/3/22 6:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042034,Fog,Severe,12/3/22 7:19,12/3/22 7:38,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042035,Fog,Moderate,12/3/22 7:38,12/3/22 8:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042036,Rain,Light,12/4/22 16:53,12/4/22 17:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042037,Rain,Light,12/5/22 2:53,12/5/22 4:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042038,Cold,Severe,12/6/22 17:53,12/6/22 18:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042039,Rain,Light,12/7/22 0:53,12/7/22 2:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042040,Rain,Light,12/7/22 5:53,12/7/22 10:29,0.04,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042041,Rain,Light,12/7/22 13:51,12/7/22 14:35,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042042,Fog,Severe,12/7/22 14:35,12/7/22 14:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042043,Rain,Light,12/7/22 14:53,12/7/22 15:30,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042044,Fog,Severe,12/7/22 15:30,12/7/22 15:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042045,Rain,Light,12/7/22 15:53,12/7/22 16:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042046,Fog,Severe,12/7/22 16:53,12/7/22 17:01,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042047,Fog,Severe,12/7/22 19:27,12/7/22 20:41,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042048,Rain,Light,12/7/22 20:41,12/7/22 21:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042049,Fog,Severe,12/7/22 22:53,12/7/22 23:01,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042050,Fog,Severe,12/8/22 0:53,12/8/22 10:26,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042051,Rain,Light,12/9/22 1:53,12/9/22 2:53,0.02,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042052,Fog,Severe,12/9/22 4:53,12/9/22 5:15,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042053,Rain,Light,12/9/22 9:53,12/9/22 10:53,0.12,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042054,Fog,Severe,12/10/22 2:20,12/10/22 8:50,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042055,Fog,Severe,12/10/22 8:53,12/10/22 10:37,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042056,Rain,Light,12/10/22 14:53,12/10/22 15:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042057,Rain,Light,12/10/22 16:53,12/10/22 17:53,0,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042058,Rain,Light,12/10/22 19:27,12/10/22 20:01,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042059,Precipitation,UNK,12/10/22 20:07,12/10/22 20:24,0.21,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042060,Rain,Heavy,12/10/22 20:24,12/10/22 21:20,1.75,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042061,Rain,Light,12/10/22 21:20,12/10/22 21:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042062,Rain,Light,12/10/22 22:42,12/10/22 22:53,0.01,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042063,Rain,Moderate,12/10/22 23:53,12/11/22 0:10,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042064,Rain,Moderate,12/11/22 0:53,12/11/22 1:06,0.22,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042065,Rain,Light,12/11/22 1:06,12/11/22 2:53,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042066,Rain,Moderate,12/11/22 2:53,12/11/22 3:53,0.12,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
W-4042067,Rain,Light,12/11/22 4:53,12/11/22 5:53,0.1,US/Central,KDFW,32.8974,-97.022,Dallas,Dallas,TX,75261
